Id,date,price,bedrooms,bathrooms,No Of Cars,Garage,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1001,20150427T000000,700000.00,4,2,1,1,1830,4590,2,0,0,3,8,1830,0,1908,0,98105,47.6593,-122.327,1650,4590
1002,20141022T000000,270000.00,3,2,1,1,1560,8853,1,0,0,3,7,1560,0,1967,0,98058,47.4312,-122.171,1610,8750
1003,20140508T000000,258000.00,4,1.75,3,1,1730,8320,1,0,0,3,7,1230,500,1977,0,98023,47.327,-122.361,1840,9800
1004,20140614T000000,530000.00,3,2.5,0,0,1930,7214,2,0,0,3,8,1930,0,2005,0,98125,47.7191,-122.309,1930,7266
1005,20141218T000000,245000.00,3,2.25,0,0,1422,3677,2,0,0,3,7,1422,0,2012,0,98092,47.3204,-122.178,1677,3677
1006,20150422T000000,563000.00,3,2,2,1,1380,5000,1.5,0,0,4,7,1380,0,1917,0,98117,47.6807,-122.369,1350,5000
1007,20141119T000000,515000.00,3,2.5,1,1,2430,4203,2,0,0,3,8,2430,0,2001,0,98065,47.5346,-121.875,2500,4798
1008,20140617T000000,325000.00,4,2.5,3,1,2610,7091,2,0,0,3,9,2610,0,1987,0,98023,47.3017,-122.349,2610,7773
1009,20150402T000000,540000.00,3,2.25,0,0,2000,217800,2,0,0,3,8,2000,0,1996,0,98024,47.5599,-121.911,2220,217800
1010,20141210T000000,280300.00,2,1,0,0,920,5000,1,0,0,4,6,490,430,1949,0,98103,47.7008,-122.338,1500,5000
1011,20140509T000000,460000.00,4,1.75,0,0,1750,5500,1.5,0,0,5,7,1050,700,1926,0,98117,47.6802,-122.388,1640,5500
1012,20141212T000000,475000.00,3,1.75,0,0,2020,8970,1,0,0,4,7,1180,840,1981,0,98072,47.7571,-122.145,2140,8008
1013,20140612T000000,900000.00,4,2.25,1,1,2460,44431,1,0,0,4,9,2460,0,1957,0,98007,47.6042,-122.147,2830,44431
1014,20141230T000000,538200.00,4,3,2,1,1780,7260,1,0,0,4,8,1780,0,1964,0,98008,47.627,-122.114,1810,7920
1015,20140909T000000,429000.00,2,1,0,0,1080,3600,1,0,0,3,7,1080,0,1922,0,98122,47.6078,-122.291,2230,4500
1016,20140725T000000,164808.00,3,1,0,0,1250,5411,1,0,0,3,7,1250,0,1980,0,98178,47.5064,-122.265,1490,6320
1017,20150126T000000,520000.00,4,2.25,0,0,1870,7700,2,0,0,3,7,1870,0,1977,0,98052,47.6937,-122.127,1970,7700
1018,20140618T000000,475000.00,3,1.75,0,0,1700,8432,1,0,0,3,8,1230,470,1977,0,98125,47.7221,-122.317,1800,7842
1019,20140926T000000,283000.00,4,1.5,0,0,1480,47045,1,0,0,5,6,1480,0,1942,0,98168,47.4809,-122.3,1530,11000
1020,20150331T000000,321500.00,4,2.5,0,0,1930,6228,2,0,0,3,8,1930,0,2000,0,98030,47.3572,-122.191,1930,6168
1021,20140729T000000,840000.00,4,2.75,1,1,3130,21810,2,0,0,4,10,3130,0,1993,0,98077,47.7083,-122.073,3330,21810
1022,20150414T000000,287000.00,3,2.25,1,1,1370,6000,2,0,0,4,7,1370,0,1992,0,98038,47.3484,-122.033,1370,6200
1023,20140605T000000,375000.00,3,1.75,3,1,960,8106,1,0,0,3,7,960,0,1962,0,98052,47.6737,-122.156,1650,8035
1024,20140825T000000,349500.00,3,1.75,1,1,1260,7128,1,0,0,4,7,1260,0,1969,0,98034,47.7263,-122.205,1330,7326
1025,20140814T000000,446450.00,3,1.5,1,1,1480,7749,1,0,0,5,7,1480,0,1960,0,98126,47.5144,-122.379,1140,5320
1026,20140610T000000,315000.00,4,2.5,0,0,1930,9643,2,0,0,4,7,1930,0,1992,0,98031,47.4065,-122.18,1930,7525
1027,20140520T000000,271310.00,2,1,3,1,870,5340,1.5,0,0,2,6,870,0,1906,0,98144,47.5849,-122.302,1190,4440
1028,20150122T000000,315000.00,4,1,3,1,1300,8400,1.5,0,0,4,7,1300,0,1953,0,98133,47.7612,-122.332,1330,8400
1029,20140515T000000,245000.00,3,1.75,0,0,1490,6930,1,0,0,4,7,1490,0,1990,0,98030,47.3682,-122.179,1880,6861
1030,20150305T000000,543115.00,2,1,3,1,1380,5484,1,0,0,3,8,1030,350,1947,0,98199,47.6382,-122.399,1380,5347
1031,20141020T000000,900000.00,4,2,1,1,1190,8190,1.5,0,0,3,7,1190,0,1945,0,98117,47.6908,-122.397,1190,1567
1032,20150417T000000,2450000.00,4,4.25,0,0,4250,6552,2,0,3,4,10,2870,1380,2008,0,98144,47.5747,-122.283,3640,8841
1033,20150429T000000,554000.00,2,2,0,0,1920,6045,1,0,0,3,8,1920,0,2003,0,98053,47.7107,-122.031,1670,5200
1034,20140717T000000,249900.00,3,1.75,0,0,2080,12522,1,0,0,5,6,2080,0,1950,0,98001,47.267,-122.25,1690,11200
1035,20140820T000000,768000.00,3,2.5,1,1,3220,54160,2,0,2,4,9,2690,530,1981,0,98006,47.5468,-122.109,3460,44374
1036,20140523T000000,980000.00,4,3,2,1,3680,5854,1,0,3,3,10,2060,1620,1967,0,98199,47.6327,-122.395,3140,5000
1037,20150420T000000,395000.00,5,2.5,3,1,2070,9600,1,0,0,3,7,1270,800,1962,0,98146,47.4997,-122.364,1950,7800
1038,20150413T000000,415000.00,3,1.75,2,1,1480,2200,2,0,0,3,7,1480,0,1995,0,98103,47.6969,-122.35,1360,2190
1039,20150220T000000,380000.00,4,2.5,3,1,2000,6921,2,0,0,3,8,2000,0,2003,0,98038,47.3559,-122.014,2430,6339
1040,20150226T000000,566000.00,3,2.5,2,1,1560,5259,2,0,0,3,8,1560,0,1999,0,98075,47.5985,-122.016,2170,5461
1041,20150316T000000,218500.00,2,1,0,0,1600,8961,1,0,0,4,7,1390,210,1949,0,98002,47.3098,-122.21,1502,6798
1042,20140502T000000,550000.00,4,2.5,0,0,1940,10500,1,0,0,4,7,1140,800,1976,0,98052,47.683,-122.114,2200,10500
1043,20140702T000000,512031.00,3,1.75,1,1,1540,3000,1,0,2,3,7,770,770,1920,0,98117,47.6769,-122.36,1420,4200
1044,20150317T000000,197500.00,2,1,0,0,820,8860,1,0,0,3,6,820,0,1950,0,98055,47.452,-122.19,1660,15375
1045,20140715T000000,470000.00,3,2.25,0,0,1780,8784,1,0,0,3,7,1230,550,1977,0,98033,47.701,-122.172,1780,7704
1046,20150313T000000,590000.00,3,1.75,2,1,1560,242629,1,0,0,3,7,1560,0,1981,0,98053,47.6493,-121.956,2320,220654
1047,20150318T000000,465000.00,4,2.25,2,1,2210,8862,1,0,0,4,8,1270,940,1977,0,98011,47.7725,-122.198,2030,8862
1048,20140915T000000,499000.00,2,1.75,1,1,2040,114562,1,0,0,4,7,2040,0,1968,0,98027,47.4985,-122.092,1850,94960
1049,20140825T000000,515000.00,3,2.25,3,1,1920,11500,1,0,0,3,8,1920,0,1972,2000,98006,47.5498,-122.188,2260,8866
1050,20141106T000000,716500.00,3,1.75,1,1,1930,5000,1,0,0,3,9,1230,700,1936,0,98105,47.6582,-122.278,2300,6000
1051,20140517T000000,410000.00,3,2,2,1,1700,4250,1,0,0,3,6,890,810,1944,0,98199,47.6542,-122.385,1440,4250
1052,20141022T000000,850000.00,4,3.25,1,1,3450,6500,2,0,0,3,8,2450,1000,1994,0,98136,47.5437,-122.388,1750,6500
1053,20140522T000000,1050000.00,4,3.25,0,0,3440,35021,2,0,0,3,10,3440,0,1983,0,98033,47.6476,-122.184,3440,35021
1054,20140609T000000,648000.00,4,2.5,3,1,2380,13435,2,0,0,3,10,2380,0,1992,0,98075,47.5833,-122.028,2730,9677
1055,20140605T000000,620000.00,4,2.25,0,0,2400,5350,1.5,0,0,4,7,1460,940,1929,0,98117,47.6763,-122.37,1250,4880
1056,20150202T000000,935000.00,4,4.5,1,1,5670,84267,2,0,2,3,11,5670,0,2008,0,98010,47.323,-122.044,4100,83729
1057,20150319T000000,379000.00,3,1,0,0,1140,10320,1,0,0,4,7,1140,0,1963,0,98034,47.7168,-122.196,1140,10412
1058,20140716T000000,699000.00,3,1.75,1,1,1670,5375,1,0,0,3,7,1270,400,1952,0,98199,47.6416,-122.397,1460,6125
1059,20141230T000000,528000.00,4,2.25,0,0,1910,8005,1,0,0,3,8,1280,630,1960,0,98125,47.7259,-122.298,1860,8010
1060,20150426T000000,425000.00,3,1.75,1,1,1560,9452,1,0,0,4,8,1560,0,1974,0,98056,47.5197,-122.18,2200,9985
1061,20140623T000000,249500.00,2,1.75,0,0,1500,8645,1,0,0,4,7,1500,0,1963,0,98042,47.3643,-122.115,1220,8645
1062,20140716T000000,1040000.00,5,3.25,3,1,4475,6642,2,0,0,3,9,4475,0,2014,0,98053,47.6849,-122.018,3720,6633
1063,20140813T000000,790000.00,4,2.75,0,0,2840,11900,1,0,3,4,9,1640,1200,1961,0,98136,47.5271,-122.386,2790,10070
1064,20140818T000000,399950.00,3,1,3,1,1020,18050,1,0,0,3,7,1020,0,1969,0,98027,47.5254,-122.043,1750,11640
1065,20141021T000000,275000.00,3,1.5,2,1,1410,9000,1,0,0,3,7,1410,0,1953,0,98133,47.7635,-122.35,1910,7214
1066,20150123T000000,550000.00,3,1,0,0,1520,2500,1.5,0,0,3,8,1520,0,1912,0,98109,47.6347,-122.352,1880,3600
1067,20141105T000000,140000.00,1,1,3,1,730,6890,1,0,0,4,4,730,0,1926,0,98055,47.467,-122.215,1790,7969
1068,20140725T000000,250000.00,3,1,0,0,1190,6250,1,0,0,3,7,990,200,1954,0,98108,47.5658,-122.292,1760,6434
1069,20140903T000000,318000.00,3,2.25,1,1,1410,8909,2,0,2,3,7,1410,0,1988,0,98198,47.3983,-122.31,2050,8909
1070,20140710T000000,505000.00,2,1,1,1,1240,57000,1,0,0,3,7,1240,0,1962,0,98075,47.597,-122.059,3050,25545
1071,20150417T000000,470500.00,5,2.5,1,1,2500,9248,1,0,0,3,8,1300,1200,1966,0,98006,47.5415,-122.18,2090,8568
1072,20140527T000000,360000.00,3,1,0,0,1050,9206,1.5,0,0,3,7,1050,0,1954,0,98125,47.7071,-122.301,1380,6384
1073,20150319T000000,1240000.00,4,2.75,0,0,2680,8500,1,0,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650
1074,20150410T000000,986000.00,3,2.5,2,1,2380,16080,1,0,2,4,9,1340,1040,1964,0,98136,47.5262,-122.386,2560,10070
1075,20150205T000000,515000.00,2,1,0,0,1060,4228,1,0,0,3,7,860,200,1906,0,98112,47.6231,-122.293,1060,4187
1076,20150114T000000,320000.00,3,1.75,0,0,2300,41900,1,0,0,4,8,1310,990,1939,0,98168,47.477,-122.292,1160,8547
1077,20150202T000000,310000.00,4,3,1,1,2010,7426,1,0,0,5,7,1090,920,1951,0,98178,47.5042,-122.265,1470,7426
1078,20140530T000000,356700.00,2,1,1,1,1090,5000,1,0,0,4,7,730,360,1942,0,98126,47.5258,-122.378,990,5250
1079,20150422T000000,775000.00,4,1.75,3,1,2320,5595,1,0,0,3,7,1510,810,1956,0,98199,47.6397,-122.388,1840,5596
1080,20150421T000000,325000.00,3,1,0,0,1040,7541,1,0,0,3,6,1040,0,1951,0,98133,47.7565,-122.339,1140,6100
1081,20141002T000000,208000.00,4,2.75,0,0,1810,8677,1.5,0,0,3,7,1810,0,1962,0,98198,47.3668,-122.31,1740,8677
1082,20140827T000000,825000.00,2,1,2,1,1150,12775,1,1,4,4,6,1150,0,1908,0,98178,47.502,-122.222,2440,11852
1083,20140716T000000,515000.00,3,2.5,0,0,2360,11254,1,0,2,3,9,2360,0,1990,0,98003,47.3356,-122.333,2390,11254
1084,20150127T000000,490000.00,3,1.5,0,0,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,47.6163,-122.292,1940,4000
1085,20140520T000000,675000.00,4,3,1,1,2690,28300,1,0,0,3,8,2690,0,1954,1999,98166,47.4458,-122.343,2820,27100
1086,20140717T000000,360000.00,4,2.5,3,1,2080,4080,1,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080
1087,20150420T000000,550000.00,4,2.5,1,1,2080,4080,1,0,0,5,7,1040,1040,1962,0,98144,47.572,-122.29,1340,4080
1088,20140725T000000,225000.00,3,1.5,1,1,1370,9000,1,0,0,3,7,1370,0,1962,0,98168,47.4973,-122.328,1400,9075
1089,20150317T000000,500000.00,3,2.75,2,1,3410,9360,1.5,0,0,4,8,3410,0,1967,0,98058,47.4497,-122.147,2260,10128
1090,20150427T000000,385000.00,4,2,0,0,1850,11700,1,0,0,4,8,1850,0,1969,0,98059,47.4702,-122.12,2110,11700
1091,20140617T000000,837700.00,5,2.75,2,1,3010,12611,2,0,0,3,10,3010,0,1994,0,98052,47.696,-122.102,2890,9456
1092,20150210T000000,448000.00,3,2.25,2,1,1530,3056,2,0,0,3,7,1530,0,2003,0,98053,47.6817,-122.035,1560,3064
1093,20150507T000000,730000.00,5,1.75,0,0,2690,21357,1,0,0,4,7,1420,1270,1952,0,98004,47.5831,-122.191,2600,17539
1094,20140714T000000,575000.00,4,1.5,0,0,2810,7140,1,0,2,3,8,1490,1320,1954,0,98136,47.5252,-122.382,2240,6825
1095,20141118T000000,430000.00,3,1.75,0,0,1810,7300,1,0,0,4,7,1240,570,1976,0,98034,47.7299,-122.192,1460,7560
1096,20150114T000000,435000.00,3,2.5,0,0,1560,3987,2,0,0,3,7,1560,0,2002,0,98053,47.687,-122.043,1600,3152
1097,20141219T000000,241000.00,3,1,0,0,1010,9611,1,0,0,4,6,1010,0,1973,0,98092,47.3006,-122.066,1200,9611
1098,20150513T000000,453500.00,2,1.75,3,1,1000,1760,1,0,0,4,6,600,400,1924,0,98109,47.6261,-122.355,2120,2802
1099,20150406T000000,285000.00,2,1.5,0,0,990,1380,3,0,0,3,7,990,0,2001,0,98133,47.7218,-122.356,1050,1380
1100,20140528T000000,151000.00,2,1,3,1,720,4222,1,0,0,4,5,720,0,1942,0,98056,47.4965,-122.186,860,4785
1101,20141110T000000,1570000.00,5,4.5,3,1,6070,14731,2,0,0,3,11,6070,0,2004,0,98059,47.5306,-122.134,4750,13404
1102,20141105T000000,631000.00,5,2,0,0,2270,2400,2,0,0,3,7,2270,0,1905,0,98122,47.6051,-122.319,1320,2400
1103,20140602T000000,285000.00,2,2.5,3,1,1380,1073,2,0,0,3,7,1140,240,2011,0,98126,47.5462,-122.369,1580,2036
1104,20150220T000000,195000.00,3,1,2,1,1260,8378,1,0,0,4,6,840,420,1959,1977,98023,47.3274,-122.348,1140,8496
1105,20150425T000000,817500.00,4,2.5,2,1,2910,35679,2,0,0,4,9,2910,0,1987,0,98075,47.5859,-121.991,2720,36728
1106,20150109T000000,550000.00,3,2,1,1,1810,12825,1,0,0,4,7,1810,0,1960,0,98007,47.5953,-122.14,1490,10800
1107,20140703T000000,1130000.00,4,2.5,0,0,3160,8281,2,0,0,4,9,3160,0,1995,0,98033,47.6699,-122.195,3000,8281
1108,20141230T000000,609850.00,2,2.75,1,1,1910,1369,3,0,0,3,9,1910,0,2002,0,98119,47.6544,-122.373,1910,1879
1109,20150106T000000,200000.00,3,1,0,0,1230,4380,1,0,0,3,6,1230,0,1947,0,98106,47.5352,-122.361,1525,6026
1110,20150306T000000,367000.00,4,2.5,0,0,2960,6219,2,0,0,3,9,2960,0,2006,0,98038,47.3603,-122.037,2960,5361
1111,20140825T000000,285167.00,3,2.25,0,0,2200,8375,2,0,0,3,8,2200,0,1988,0,98092,47.2626,-122.218,2200,10002
1112,20150402T000000,275000.00,2,1.5,3,1,1270,32175,1,0,0,4,7,1270,0,1947,0,98003,47.3347,-122.304,1270,10200
1113,20150324T000000,350900.00,4,2.5,0,0,2540,12843,2,0,0,3,9,2540,0,1992,0,98030,47.3866,-122.169,2410,9383
1114,20140620T000000,660000.00,4,3.25,3,1,3030,9273,2,0,0,5,8,3030,0,1988,0,98029,47.5747,-122.014,2360,7632
1115,20140819T000000,525000.00,3,1.75,0,0,1520,8835,1,0,0,4,7,1520,0,1957,0,98008,47.6054,-122.118,1760,8580
1116,20150206T000000,262000.00,4,2.5,3,1,1560,7800,2,0,0,3,7,1560,0,1997,0,98168,47.514,-122.316,1160,7800
1117,20140623T000000,690000.00,2,1,2,1,970,4560,1,0,0,4,7,970,0,1907,0,98103,47.6561,-122.332,1500,4560
1118,20150324T000000,624000.00,5,3.75,0,0,3570,14648,2,0,0,3,9,3570,0,2005,0,98019,47.7377,-121.974,3160,7882
1119,20140506T000000,353000.00,3,1,0,0,1350,7740,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740
1120,20150311T000000,552500.00,4,3.5,2,1,3710,10400,2,0,0,3,8,2290,1420,2002,0,98056,47.5041,-122.186,1720,4276
1121,20140509T000000,224500.00,4,1,0,0,1430,8355,1.5,0,0,4,7,1430,0,1983,0,98092,47.3178,-122.174,1550,7938
1122,20150427T000000,239000.00,3,1,3,1,940,8571,1,0,0,3,6,940,0,1950,0,98146,47.5006,-122.336,1100,8573
1123,20140711T000000,975000.00,5,4.5,0,0,4300,12250,2,0,0,3,10,4300,0,2004,0,98029,47.5557,-122.027,3950,12250
1124,20140625T000000,1200000.00,4,1.75,1,1,3990,13470,2,0,0,3,11,3990,0,2006,0,98059,47.5305,-122.131,5790,13709
1125,20150325T000000,505000.00,3,1,3,1,1380,4000,1.5,0,0,3,7,1380,0,1910,0,98112,47.6261,-122.296,1690,4000
1126,20140515T000000,302000.00,4,1.75,0,0,2020,7865,1,0,0,4,7,1010,1010,1963,0,98059,47.5008,-122.162,1650,7865
1127,20140922T000000,170000.00,3,1,0,0,1480,5670,1,0,0,3,6,780,700,1944,0,98106,47.5175,-122.36,760,5040
1128,20140707T000000,195000.00,2,1,0,0,1190,27007,1,0,0,4,5,1190,0,1910,0,98027,47.524,-122.04,1730,12632
1129,20140909T000000,272000.00,5,1.5,3,1,2550,6300,1,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300
1130,20150213T000000,369000.00,5,1.5,0,0,2550,6300,1,0,0,4,7,1560,990,1959,0,98056,47.5014,-122.172,1380,6300
1131,20150114T000000,332500.00,3,1.5,0,0,1500,6332,1,0,0,3,7,1500,0,1953,0,98125,47.7274,-122.312,1500,6337
1132,20150506T000000,515000.00,3,2.5,2,1,3000,8250,1,0,0,4,8,1760,1240,1963,0,98008,47.6191,-122.112,2040,8250
1133,20140605T000000,269000.00,3,1,3,1,1690,4250,1,0,0,3,7,1020,670,1967,0,98178,47.4945,-122.258,1820,8865
1134,20140730T000000,1280000.00,4,4,0,0,4390,17832,1,0,0,4,11,2430,1960,1994,0,98059,47.5283,-122.143,3090,12369
1135,20150206T000000,303000.00,3,2.5,3,1,1560,4100,2,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400
1136,20150105T000000,420000.00,7,3,0,0,2940,8624,1,0,0,3,8,1690,1250,1977,0,98155,47.7555,-122.307,1850,8031
1137,20141110T000000,400000.00,3,1,0,0,1130,4100,1,0,0,3,7,990,140,1941,0,98117,47.6856,-122.385,1800,4100
1138,20150204T000000,225000.00,3,1,1,1,1020,8437,1,0,0,5,6,1020,0,1987,0,98022,47.2093,-122,1420,8500
1139,20140916T000000,219000.00,2,2,0,0,1310,2550,2,0,0,3,6,1310,0,2004,0,98038,47.3496,-122.022,1310,2550
1140,20141231T000000,605000.00,3,2.5,0,0,2570,9487,2,0,3,3,9,2570,0,1989,0,98011,47.7408,-122.216,2490,9898
1141,20141014T000000,625000.00,4,2,2,1,2020,6867,1,0,0,5,8,1010,1010,1942,0,98115,47.7,-122.292,1250,6842
1142,20150224T000000,380000.00,5,2,1,1,1680,3240,1,0,0,3,5,840,840,1906,0,98144,47.5965,-122.311,1380,1260
1143,20150424T000000,620000.00,4,2,0,0,1770,7700,1.5,0,0,4,7,1770,0,1962,0,98007,47.5916,-122.146,1710,7700
1144,20140627T000000,687500.00,4,2.75,2,1,3190,10970,2,0,0,3,10,3190,0,1994,0,98075,47.5862,-122.029,2850,8416
1145,20140723T000000,225500.00,4,2,0,0,1440,7950,1,0,0,5,6,1440,0,1962,0,98058,47.4517,-122.082,1530,20037
1146,20141215T000000,252500.00,3,2,1,1,1150,6000,1,0,0,5,7,1150,0,1956,0,98178,47.498,-122.263,1980,6360
1147,20141029T000000,510000.00,3,2.5,0,0,1860,3658,2,0,0,3,8,1860,0,1994,0,98029,47.5703,-122.004,1840,3739
1148,20140507T000000,510000.00,4,2.5,0,0,2430,5203,2,0,0,3,8,2430,0,2003,0,98155,47.7402,-122.317,2260,7474
1149,20140808T000000,725000.00,3,2.5,0,0,1940,4000,1.5,0,0,5,7,1940,0,1906,0,98109,47.6372,-122.352,1440,4000
1150,20150217T000000,75000.00,1,0,0,0,670,43377,1,0,0,3,3,670,0,1966,0,98022,47.2638,-121.906,1160,42882
1151,20150312T000000,492000.00,2,1,0,0,880,2970,1,0,0,3,7,880,0,1927,0,98103,47.6868,-122.349,1370,3060
1152,20150311T000000,425000.00,4,2.5,0,0,1930,14196,1,0,0,4,7,1330,600,1977,0,98072,47.7407,-122.097,1470,12852
1153,20150421T000000,1960000.00,4,2.75,1,1,3120,7898,1,1,4,4,8,1560,1560,1963,0,98034,47.7165,-122.259,2630,13868
1154,20150309T000000,298900.00,3,2.5,3,1,1830,6162,2,0,0,3,8,1830,0,1994,0,98092,47.3291,-122.17,1860,7017
1155,20150406T000000,699000.00,4,2.5,0,0,3230,40319,2,0,0,4,10,3230,0,1987,0,98027,47.4856,-122.069,2990,40234
1156,20140702T000000,310000.00,2,1,1,1,700,3000,1,0,0,4,6,700,0,1918,0,98103,47.6846,-122.346,1560,4500
1157,20141222T000000,350000.00,3,1.75,2,1,1010,8580,1,0,0,3,7,1010,0,1961,0,98033,47.6703,-122.174,1500,8580
1158,20141229T000000,790000.00,4,1.75,1,1,2460,10061,1,1,4,3,7,1410,1050,1961,0,98178,47.5105,-122.238,2300,10061
1159,20140729T000000,305000.00,4,2.5,0,0,2230,5000,2,0,0,3,8,2230,0,2003,0,98031,47.3919,-122.184,2230,6137
1160,20141002T000000,315000.00,3,2.5,2,1,1570,2865,2,0,0,3,7,1570,0,2003,0,98118,47.5412,-122.288,1610,2582
1161,20140812T000000,267500.00,5,3.5,1,1,2390,6600,2,0,0,5,7,2390,0,1977,0,98042,47.3737,-122.115,1140,6600
1162,20140819T000000,1750000.00,4,3.25,1,1,3460,7749,2,0,1,3,10,3020,440,1950,1998,98115,47.6849,-122.273,3030,8680
1163,20140813T000000,435000.00,6,3.5,3,1,2400,8620,2,0,0,3,8,1640,760,1987,0,98034,47.7152,-122.162,1940,7350
1164,20140905T000000,482500.00,6,4.5,0,0,2940,7500,1.5,0,0,4,8,2940,0,1966,0,98034,47.7208,-122.182,2010,7500
1165,20141020T000000,5110000.00,5,5.25,1,1,8010,45517,2,1,4,3,12,5990,2020,1999,0,98033,47.6767,-122.211,3430,26788
1166,20140828T000000,439995.00,3,1.75,2,1,1570,8400,1,0,0,4,7,1570,0,1959,0,98133,47.76,-122.34,1860,8639
1167,20150508T000000,460000.00,3,3,0,0,1520,7500,1,0,0,3,7,1180,340,1967,0,98034,47.7276,-122.181,2080,8000
1168,20140729T000000,194000.00,3,1,0,0,1070,6440,1,0,0,4,7,1070,0,1971,0,98023,47.3186,-122.373,1190,6532
1169,20141009T000000,290000.00,2,0.75,0,0,440,8313,1,1,3,4,5,440,0,1943,0,98070,47.4339,-122.512,880,26289
1170,20140715T000000,274700.00,4,2,3,1,2440,9600,1,0,0,5,7,1220,1220,1963,0,98031,47.4142,-122.179,1370,9600
1171,20150317T000000,900000.00,4,2.5,3,1,2660,3672,2,0,0,5,8,1800,860,1910,0,98105,47.6609,-122.324,1510,3825
1172,20140507T000000,1150000.00,4,4,0,0,4460,103382,2,0,0,3,11,4460,0,2001,0,98053,47.634,-121.997,3470,88519
1173,20140903T000000,605000.00,3,2.5,0,0,2010,3667,2,0,0,3,9,2010,0,2008,0,98027,47.545,-122.015,2350,3600
1174,20150309T000000,359000.00,3,2.5,0,0,1450,3850,2,0,0,3,7,1450,0,2004,0,98065,47.5318,-121.85,1970,3748
1175,20141008T000000,850000.00,3,1.75,2,1,1400,9900,1,0,0,3,7,1400,0,1951,0,98004,47.6272,-122.209,1810,10796
1176,20140821T000000,505000.00,3,2,0,0,1500,2500,2,0,0,3,8,1500,0,2002,0,98107,47.6748,-122.385,1550,5000
1177,20140709T000000,565000.00,3,2.5,0,0,2500,7394,2,0,0,3,9,2500,0,1990,0,98072,47.7441,-122.173,2790,7642
1178,20150429T000000,585000.00,2,1.75,1,1,1280,7110,1,0,0,4,7,1000,280,1955,0,98118,47.5569,-122.273,1550,6835
1179,20150430T000000,328000.00,4,3.25,2,1,3380,7500,2,0,3,3,7,2420,960,1990,0,98198,47.4092,-122.33,1920,7500
1180,20140709T000000,749950.00,4,2.75,0,0,2910,18700,1,0,0,3,9,2210,700,1957,1995,98177,47.7557,-122.368,2420,26140
1181,20140626T000000,826000.00,4,2.5,0,0,3060,7140,2,0,0,3,9,3060,0,2006,0,98027,47.5393,-121.998,3240,6218
1182,20140904T000000,535000.00,3,1,0,0,1330,40259,1,0,0,4,7,1330,0,1977,0,98024,47.552,-121.89,1710,34787
1183,20140806T000000,925000.00,4,2.5,0,0,3300,101930,2,0,0,4,10,3300,0,1991,0,98029,47.576,-121.976,2880,213879
1184,20140605T000000,875000.00,3,3.5,3,1,3250,6000,2,0,0,3,10,2500,750,2001,0,98136,47.5533,-122.391,1650,6000
1185,20140523T000000,902000.00,4,2.25,1,1,2530,9200,1,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400
1186,20141001T000000,423000.00,3,1,0,0,1830,13900,1,0,0,3,7,1830,0,1951,0,98133,47.7654,-122.352,1840,10667
1187,20140623T000000,235000.00,3,1,0,0,1170,11100,1,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481
1188,20140710T000000,545000.00,2,2,0,0,2930,14057,1,0,2,4,8,1680,1250,1980,0,98070,47.4025,-122.463,2234,61011
1189,20141016T000000,343000.00,2,1,0,0,1230,7560,1,0,0,3,7,1230,0,1961,0,98133,47.7298,-122.34,1270,7560
1190,20150324T000000,334950.00,3,2.5,0,0,1620,2930,2,0,0,3,8,1620,0,2002,0,98058,47.4491,-122.12,1900,2943
1191,20140909T000000,405000.00,3,1.75,2,1,1760,5355,1,0,0,3,7,1160,600,1956,0,98118,47.5368,-122.267,1790,6225
1192,20141215T000000,220000.00,4,1,3,1,1440,8250,1,0,0,3,7,1440,0,1959,0,98188,47.4325,-122.291,1440,8466
1193,20141002T000000,173000.00,2,1,0,0,1740,8100,1,0,0,3,6,1050,690,1947,0,98168,47.4942,-122.304,960,8100
1194,20141107T000000,655000.00,3,1,3,1,1270,3600,1.5,0,0,3,7,1270,0,1906,0,98119,47.6368,-122.37,1710,3600
1195,20150107T000000,406000.00,2,1,0,0,880,3000,1,0,0,3,6,880,0,1924,0,98115,47.6749,-122.323,890,3000
1196,20141217T000000,632000.00,6,2.5,2,1,2560,8320,1,0,0,3,7,1370,1190,1961,0,98125,47.7021,-122.287,2360,7800
1197,20141126T000000,357000.00,5,2.75,0,0,1540,4000,1,0,0,3,7,1140,400,1990,0,98106,47.533,-122.354,1630,4000
1198,20141209T000000,361000.00,3,1.75,1,1,1150,17585,1,0,0,3,7,1150,0,1964,0,98014,47.6503,-121.908,1200,7500
1199,20140708T000000,277000.00,2,1,2,1,770,8149,1,0,0,3,6,770,0,1948,0,98155,47.7458,-122.298,1160,8149
1200,20140605T000000,630000.00,4,3.75,3,1,4610,40202,1,0,0,4,10,2500,2110,1980,0,98027,47.4599,-122,3050,41056
