"Id","YearBuilt","YearRemodelled","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingArea","BasementExisting","FireplaceExisting","PoolExisting","GarageExisting","GarageCarCount","CloseToCommute","SalesCondition","ZipCode","City","StateAbbreviation","State","SalesPrice"
2196,1924,0,2,1.75,1.0,1000,1,1,0,1,3,1,4,98109,"SEATTLE","WA","Washington",453500.0
2197,1936,1950,3,1.0,1.5,1324,1,0,0,1,1,0,4,90004,"LOS ANGELES","CA","California",128000.0
2198,2001,0,2,1.5,3.0,990,0,0,1,0,0,0,3,98133,"SEATTLE","WA","Washington",285000.0
2199,1942,0,2,1.0,1.0,720,0,0,0,1,3,1,4,98056,"RENTON","WA","Washington",151000.0
2200,1978,1978,3,2.0,1.0,1601,1,1,0,1,2,0,5,90005,"LOS ANGELES","CA","California",157000.0
2201,2004,0,5,4.5,2.0,6070,0,1,0,1,3,1,3,98059,"RENTON","WA","Washington",1570000.0
2202,1920,1950,1,1.0,1.0,438,1,0,0,1,1,0,4,96101,"ALTURAS","CA","California",60000.0
2203,1905,0,5,2.0,2.0,2270,0,0,1,0,0,0,3,98122,"SEATTLE","WA","Washington",631000.0
2204,1971,1971,3,1.0,1.0,950,1,0,0,1,1,1,4,96103,"BLAIRSDEN-GRAEAGLE","CA","California",119500.0
2205,1960,2002,2,1.0,1.0,1134,1,0,0,1,1,1,3,96140,"CARNELIAN BAY","CA","California",135000.0
2206,2011,0,2,2.5,2.0,1380,1,1,1,1,3,1,3,98126,"SEATTLE","WA","Washington",285000.0
2207,1959,1977,3,1.0,1.0,1260,1,0,1,1,2,1,4,98023,"FEDERAL WAY","WA","Washington",195000.0
2208,1959,1959,3,1.5,1.0,1194,1,1,0,1,2,1,4,96104,"CEDARVILLE","CA","California",159500.0
2209,1987,0,4,2.5,2.0,2910,0,0,0,1,2,0,4,98075,"SAMMAMISH","WA","Washington",817500.0
2210,1970,1970,3,2.5,2.0,1302,1,0,0,1,2,1,4,96105,"CHILCOOT","CA","California",106000.0
2211,1994,1995,3,3.5,2.0,2622,1,1,0,1,2,1,4,96106,"CLIO","CA","California",325000.0
2212,1960,0,3,2.0,1.0,1810,0,0,1,1,1,0,4,98007,"BELLEVUE","WA","Washington",550000.0
2213,1990,1991,3,3.0,1.0,1442,1,1,0,1,2,0,4,96107,"COLEVILLE","CA","California",179900.0
2214,1995,0,4,2.5,2.0,3160,0,1,0,0,0,0,4,98033,"KIRKLAND","WA","Washington",1130000.0
2215,2002,0,2,2.75,3.0,1910,0,0,0,1,1,0,3,98119,"SEATTLE","WA","Washington",609850.0
2216,2006,2006,3,2.5,2.0,2021,1,1,0,1,2,0,5,96108,"DAVIS CREEK","CA","California",274725.0
2217,2000,2000,3,2.5,2.0,1690,1,1,0,1,2,1,5,96109,"DOYLE","CA","California",181000.0
2218,1947,0,3,1.0,1.0,1230,0,0,1,0,0,0,3,98106,"SEATTLE","WA","Washington",200000.0
2219,2004,2005,3,3.0,1.0,1836,1,1,0,1,3,0,4,96111,"FLORISTON","CA","California",280000.0
2220,2006,0,4,2.5,2.0,2960,0,0,1,0,0,1,3,98038,"MAPLE VALLEY","WA","Washington",367000.0
2221,1995,1996,3,3.5,2.0,1658,1,1,0,1,2,1,4,96111,"FLORISTON","CA","California",188000.0
2222,1988,0,3,2.25,2.0,2200,0,0,0,0,0,1,3,98092,"AUBURN","WA","Washington",285167.0
2223,1976,1976,4,2.5,2.0,1964,1,1,0,1,2,0,4,96112,"FORT BIDWELL","CA","California",205000.0
2224,1947,0,2,1.5,1.0,1270,0,1,1,1,3,0,4,98003,"FEDERAL WAY","WA","Washington",275000.0
2225,1957,1957,2,2.0,1.0,816,1,0,0,1,1,0,4,96113,"HERLONG","CA","California",129900.0
2226,1992,0,4,2.5,2.0,2540,0,1,0,0,0,0,3,98030,"KENT","WA","Washington",350900.0
2227,1953,2006,2,2.0,1.0,1008,1,0,0,1,1,1,4,96141,"HOMEWOOD","CA","California",134500.0
2228,1988,0,4,3.25,2.0,3030,0,0,1,1,3,0,5,98029,"ISSAQUAH","WA","Washington",660000.0
2229,1954,2000,2,1.0,1.0,833,1,0,0,1,1,1,4,96142,"TAHOMA","CA","California",117000.0
2230,1957,0,3,1.75,1.0,1520,0,0,1,0,0,0,4,98008,"BELLEVUE","WA","Washington",525000.0
2231,2007,2007,3,3.0,1.0,1734,1,1,0,1,3,0,5,96114,"JANESVILLE","CA","California",318000.0
2232,1997,0,4,2.5,2.0,1560,0,1,1,1,3,0,3,98168,"SEATTLE","WA","Washington",262000.0
2233,2002,2002,3,3.5,3.0,1419,1,1,0,1,2,0,4,96136,"WENDEL","CA","California",184100.0
2234,1907,0,2,1.0,1.0,970,0,0,0,1,2,0,4,98103,"SEATTLE","WA","Washington",690000.0
2235,1967,2003,3,2.0,1.0,894,1,0,0,1,2,0,4,96143,"KINGS BEACH","CA","California",130000.0
2236,2005,0,5,3.75,2.0,3570,0,0,1,0,0,1,3,98019,"DUVALL","WA","Washington",624000.0
2237,1958,1987,3,1.5,3.0,1601,1,0,0,1,1,0,4,96115,"LAKE CITY","CA","California",140000.0
2238,1947,0,3,1.0,1.0,1350,1,0,1,0,0,1,4,98125,"SEATTLE","WA","Washington",353000.0
2239,2002,0,4,3.5,2.0,3710,1,1,0,1,2,0,3,98056,"RENTON","WA","Washington",552500.0
2240,1959,1959,3,1.0,1.0,1040,1,0,0,1,1,1,4,96116,"LIKELY","CA","California",133700.0
2241,1983,0,4,1.0,1.5,1430,0,1,0,0,0,1,4,98092,"AUBURN","WA","Washington",224500.0
2242,1920,1950,2,1.0,1.0,1012,1,1,0,1,1,1,4,96117,"LITCHFIELD","CA","California",118400.0
2243,1950,0,3,1.0,1.0,940,0,1,1,1,3,0,3,98146,"SEATTLE","WA","Washington",239000.0
2244,2005,2006,3,2.0,1.0,1552,1,0,0,1,3,0,5,96118,"LOYALTON","CA","California",212900.0
2245,1956,1956,3,1.0,1.0,960,1,0,0,1,1,0,5,96119,"MADELINE","CA","California",112000.0
2246,2004,0,5,4.5,2.0,4300,0,0,1,0,0,1,3,98029,"ISSAQUAH","WA","Washington",975000.0
2247,2006,0,4,1.75,2.0,3990,0,0,1,1,1,0,3,98059,"RENTON","WA","Washington",1200000.0
2248,1947,2008,2,1.5,1.0,698,1,0,0,0,0,0,4,96120,"MARKLEEVILLE","CA","California",118000.0
2249,1910,0,3,1.0,1.5,1380,0,1,1,1,3,1,3,98112,"SEATTLE","WA","Washington",505000.0
2250,1992,1992,3,2.5,3.0,1482,1,1,0,1,2,0,4,96121,"MILFORD","CA","California",163900.0
2251,1963,0,4,1.75,1.0,2020,1,1,0,0,0,0,4,98059,"RENTON","WA","Washington",302000.0
2252,1955,1955,2,1.0,1.0,1005,1,1,0,1,2,0,4,96122,"PORTOLA","CA","California",115000.0
2253,2007,2007,2,2.0,1.0,1555,1,1,0,1,1,1,4,96129,"BECKWOURTH","CA","California",174000.0
2254,1944,0,3,1.0,1.0,1480,1,1,0,0,0,1,3,98106,"SEATTLE","WA","Washington",170000.0
2255,1910,0,2,1.0,1.0,1190,0,0,0,0,0,1,4,98027,"ISSAQUAH","WA","Washington",195000.0
2256,2004,2004,3,3.0,1.0,1530,1,1,0,1,3,0,3,96123,"RAVENDALE","CA","California",259000.0
2257,2004,2005,4,2.5,2.0,1959,1,1,0,1,2,1,4,96132,"TERMO","CA","California",215000.0
2258,1959,0,5,1.5,1.0,2550,1,0,0,1,3,0,4,98056,"RENTON","WA","Washington",272000.0
2259,1980,1980,2,2.0,3.0,936,1,0,0,1,2,1,4,96124,"CALPINE","CA","California",140000.0
2260,1959,0,5,1.5,1.0,2550,1,0,1,0,0,0,4,98056,"RENTON","WA","Washington",369000.0
2261,1928,1950,4,3.0,1.5,1981,1,1,0,1,2,1,4,96125,"SIERRA CITY","CA","California",135000.0
2262,1953,0,3,1.5,1.0,1500,0,1,0,0,0,0,3,98125,"SEATTLE","WA","Washington",332500.0
2263,1991,1992,3,1.0,1.0,974,1,0,0,0,0,1,5,96126,"SIERRAVILLE","CA","California",93500.0
2264,1963,0,3,2.5,1.0,3000,1,0,0,1,2,1,4,98008,"BELLEVUE","WA","Washington",515000.0
2265,1967,0,3,1.0,1.0,1690,1,1,0,1,3,1,3,98178,"SEATTLE","WA","Washington",269000.0
2266,1880,1950,5,2.0,2.0,2210,1,0,0,1,1,1,4,96150,"SOUTH LAKE TAHOE","CA","California",117500.0
2267,1994,0,4,4.0,1.0,4390,1,1,1,0,0,1,4,98059,"RENTON","WA","Washington",1280000.0
2268,1995,1995,3,2.5,2.0,2020,1,1,0,1,2,1,4,96151,"SOUTH LAKE TAHOE","CA","California",239500.0
2269,1985,0,3,2.5,2.0,1560,0,0,0,1,3,1,3,98055,"RENTON","WA","Washington",303000.0
2270,1997,1997,3,2.5,2.0,1600,1,1,0,1,2,1,4,96152,"SOUTH LAKE TAHOE","CA","California",169000.0
2271,1977,0,7,3.0,1.0,2940,1,0,1,0,0,1,3,98155,"SEATTLE","WA","Washington",420000.0
2272,1926,1950,2,1.0,1.0,986,1,1,0,1,1,0,4,96154,"SOUTH LAKE TAHOE","CA","California",102000.0
2273,1941,0,3,1.0,1.0,1130,1,0,0,0,0,0,3,98117,"SEATTLE","WA","Washington",400000.0
2274,1950,1950,3,1.0,1.5,1252,1,0,0,1,1,1,5,96155,"SOUTH LAKE TAHOE","CA","California",119000.0
2275,1875,1996,2,1.0,1.5,1020,1,0,0,0,0,0,4,96156,"SOUTH LAKE TAHOE","CA","California",94000.0
2276,1987,0,3,1.0,1.0,1020,0,0,0,1,1,1,5,98022,"ENUMCLAW","WA","Washington",225000.0
2277,1977,1977,2,3.0,1.0,1567,1,1,0,1,2,0,4,96157,"SOUTH LAKE TAHOE","CA","California",196000.0
2278,2004,0,2,2.0,2.0,1310,0,1,1,0,0,0,3,98038,"MAPLE VALLEY","WA","Washington",219000.0
2279,1920,1950,3,1.0,1.0,1167,1,1,0,1,2,0,4,96158,"SOUTH LAKE TAHOE","CA","California",144000.0
2280,1989,0,3,2.5,2.0,2570,0,0,1,0,0,0,3,98011,"BOTHELL","WA","Washington",605000.0
2281,1951,1951,2,2.0,1.0,952,1,0,0,1,2,0,5,96128,"STANDISH","CA","California",139000.0
2282,1942,0,4,2.0,1.0,2020,1,0,0,1,2,0,5,98115,"SEATTLE","WA","Washington",625000.0
2283,1906,0,5,2.0,1.0,1680,1,0,1,1,1,0,3,98144,"SEATTLE","WA","Washington",380000.0
2284,1976,1976,4,3.5,2.0,1868,1,1,0,1,2,1,4,96127,"SUSANVILLE","CA","California",197500.0
2285,2006,2007,4,4.0,2.0,2828,1,1,0,1,3,1,5,96130,"SUSANVILLE","CA","California",424870.0
2286,1962,0,4,2.0,1.5,1770,0,1,1,0,0,0,4,98007,"BELLEVUE","WA","Washington",620000.0
2287,1994,0,4,2.75,2.0,3190,0,0,0,1,2,1,3,98075,"SAMMAMISH","WA","Washington",687500.0
2288,1959,1959,3,1.0,1.0,1006,1,0,0,0,0,1,4,96145,"TAHOE CITY","CA","California",80000.0
2289,1962,0,4,2.0,1.0,1440,0,0,0,0,0,1,5,98058,"RENTON","WA","Washington",225500.0
2290,1941,1950,2,2.0,1.5,924,1,0,0,1,1,1,4,96146,"OLYMPIC VALLEY","CA","California",80000.0
2291,1956,0,3,2.0,1.0,1150,0,0,1,1,1,1,5,98178,"SEATTLE","WA","Washington",252500.0
2292,1928,1950,3,1.0,1.5,1576,1,1,0,1,1,1,3,96148,"TAHOE VISTA","CA","California",149000.0
2293,1994,0,3,2.5,2.0,1860,0,1,1,0,0,0,3,98029,"ISSAQUAH","WA","Washington",510000.0
2294,1985,1985,3,3.0,1.0,1298,1,1,0,1,2,0,4,96133,"TOPAZ","CA","California",180000.0
2295,2003,0,4,2.5,2.0,2430,0,0,1,0,0,0,3,98155,"SEATTLE","WA","Washington",510000.0
2296,1941,1950,3,1.5,2.0,1564,1,1,0,1,1,0,4,96160,"TRUCKEE","CA","California",174500.0
2297,1906,0,3,2.5,1.5,1940,0,0,0,0,0,1,5,98109,"SEATTLE","WA","Washington",725000.0
2298,1926,1950,2,1.0,1.5,1111,1,1,0,1,1,1,4,96161,"TRUCKEE","CA","California",116900.0
2299,1920,1988,3,1.5,2.0,1482,1,0,0,1,2,0,4,96162,"TRUCKEE","CA","California",143000.0
2300,1966,0,1,0.0,1.0,670,0,1,1,0,0,1,3,98022,"ENUMCLAW","WA","Washington",75000.0
2301,1950,1950,2,1.0,1.0,932,1,1,0,1,1,1,4,96134,"TULELAKE","CA","California",124000.0
2302,1927,0,2,1.0,1.0,880,0,1,0,0,0,1,3,98103,"SEATTLE","WA","Washington",492000.0
2303,1959,1959,3,1.5,1.0,1466,1,1,0,1,2,1,4,96135,"VINTON","CA","California",149900.0
2304,1977,0,4,2.5,1.0,1930,1,1,1,0,0,0,4,98072,"WOODINVILLE","WA","Washington",425000.0
2305,1956,2004,2,1.0,1.0,1811,1,1,0,1,2,0,5,96137,"WESTWOOD","CA","California",230000.0
2306,1963,0,4,2.75,1.0,3120,1,1,0,1,1,1,4,98034,"KIRKLAND","WA","Washington",1960000.0
2307,1930,2007,2,1.0,1.0,816,1,0,0,1,1,1,4,90201,"BELL GARDENS","CA","California",120500.0
2308,1994,0,3,2.5,2.0,1830,0,0,0,1,3,1,3,98092,"AUBURN","WA","Washington",298900.0
2309,1987,0,4,2.5,2.0,3230,0,0,1,0,0,0,4,98027,"ISSAQUAH","WA","Washington",699000.0
2310,1965,1988,4,2.0,2.0,1820,1,1,0,1,2,0,4,90202,"BELL","CA","California",201800.0
2311,1918,0,2,1.0,1.0,700,0,1,1,1,1,0,4,98103,"SEATTLE","WA","Washington",310000.0
2312,1976,2004,3,3.0,1.0,1437,1,1,0,1,2,1,4,90270,"MAYWOOD","CA","California",218000.0
2313,1965,1999,3,2.5,3.0,1265,1,1,0,1,2,1,4,90209,"BEVERLY HILLS","CA","California",179900.0
2314,1961,0,3,1.75,1.0,1010,0,1,0,1,2,1,3,98033,"KIRKLAND","WA","Washington",350000.0
2315,2007,2008,2,3.0,1.0,1314,1,1,0,1,2,0,4,90210,"BEVERLY HILLS","CA","California",230000.0
2316,1961,0,4,1.75,1.0,2460,1,0,1,1,1,1,3,98178,"SEATTLE","WA","Washington",790000.0
2317,2007,2008,3,2.0,1.0,1580,1,0,0,1,3,0,5,90211,"BEVERLY HILLS","CA","California",235128.0
2318,2003,0,4,2.5,2.0,2230,0,1,1,0,0,0,3,98031,"KENT","WA","Washington",305000.0
2319,2003,0,3,2.5,2.0,1570,0,1,1,1,2,0,3,98118,"SEATTLE","WA","Washington",315000.0
2320,1974,1974,4,2.5,2.0,1876,1,1,0,1,2,1,4,90212,"BEVERLY HILLS","CA","California",185000.0
2321,1978,1978,3,2.5,2.0,1456,1,1,0,1,2,1,4,90213,"BEVERLY HILLS","CA","California",146000.0
2322,1977,0,5,3.5,2.0,2390,0,0,1,1,1,1,5,98042,"KENT","WA","Washington",267500.0
2323,1954,2006,3,2.0,1.0,1640,1,1,0,1,2,1,4,90220,"COMPTON","CA","California",224000.0
2324,1950,1998,4,3.25,2.0,3460,1,0,1,1,1,1,3,98115,"SEATTLE","WA","Washington",1750000.0
2325,1987,0,6,3.5,2.0,2400,1,1,1,1,3,0,3,98034,"KIRKLAND","WA","Washington",435000.0
2326,1968,1968,3,1.0,1.0,894,1,1,0,1,2,0,4,90221,"COMPTON","CA","California",129000.0
2327,1969,1969,0,3.0,3.0,1258,1,0,0,1,1,1,2,90222,"COMPTON","CA","California",108959.0
2328,1966,0,6,4.5,1.5,2940,0,1,0,0,0,0,4,98034,"KIRKLAND","WA","Washington",482500.0
2329,1999,0,5,5.25,2.0,8010,1,0,1,1,1,1,3,98033,"KIRKLAND","WA","Washington",5110000.0
2330,1978,1978,2,2.5,3.0,1432,1,1,0,1,2,0,4,90223,"COMPTON","CA","California",194000.0
2331,2009,2009,3,2.0,1.0,1502,1,0,0,1,2,0,5,90224,"COMPTON","CA","California",233170.0
2332,1959,0,3,1.75,1.0,1570,0,1,0,1,2,0,4,98133,"SEATTLE","WA","Washington",439995.0
2333,2008,2008,3,2.0,1.0,1694,1,0,0,1,3,0,4,90230,"CULVER CITY","CA","California",245350.0
2334,1967,0,3,3.0,1.0,1520,1,0,1,0,0,1,3,98034,"KIRKLAND","WA","Washington",460000.0
2335,1971,0,3,1.0,1.0,1070,0,0,0,0,0,1,4,98023,"FEDERAL WAY","WA","Washington",194000.0
2336,2000,2000,3,3.5,2.0,1671,1,1,0,1,2,0,4,90231,"CULVER CITY","CA","California",173000.0
2337,1935,1986,4,2.0,2.0,2108,1,1,0,1,2,1,4,90232,"CULVER CITY","CA","California",235000.0
2338,1943,0,2,0.75,1.0,440,0,0,0,0,0,1,4,98070,"VASHON","WA","Washington",290000.0
2339,1963,0,4,2.0,1.0,2440,1,1,0,1,3,1,5,98031,"KENT","WA","Washington",274700.0
2340,1995,1996,4,4.5,2.0,3627,1,1,0,1,3,0,4,90233,"CULVER CITY","CA","California",625000.0
2341,1977,1977,3,2.0,3.0,1118,1,1,1,1,1,1,4,90239,"DOWNEY","CA","California",171000.0
2342,1910,0,4,2.5,2.0,2660,1,0,1,1,3,1,5,98105,"SEATTLE","WA","Washington",900000.0
2343,1958,1958,3,2.0,1.0,1261,1,1,0,1,2,1,4,90240,"DOWNEY","CA","California",163000.0
2344,2001,0,4,4.0,2.0,4460,0,0,0,0,0,0,3,98053,"REDMOND","WA","Washington",1150000.0
2345,2008,0,3,2.5,2.0,2010,0,0,1,0,0,0,3,98027,"ISSAQUAH","WA","Washington",605000.0
2346,2006,2007,2,2.5,2.0,1250,1,0,0,1,2,0,4,90241,"DOWNEY","CA","California",171900.0
2347,2004,0,3,2.5,2.0,1450,0,0,1,0,0,1,3,98065,"SNOQUALMIE","WA","Washington",359000.0
2348,1946,1994,3,3.0,1.5,3086,1,1,0,0,0,0,4,90242,"DOWNEY","CA","California",165500.0
2349,1951,0,3,1.75,1.0,1400,0,0,1,1,2,1,3,98004,"BELLEVUE","WA","Washington",850000.0
2350,1932,1950,4,2.5,2.0,2345,1,1,0,1,2,1,4,90245,"EL SEGUNDO","CA","California",239000.0
2351,2002,0,3,2.0,2.0,1500,0,1,1,0,0,1,3,98107,"SEATTLE","WA","Washington",505000.0
2352,1992,2000,4,2.5,1.5,2872,1,1,0,1,2,1,4,90247,"GARDENA","CA","California",285000.0
2353,1984,1985,3,2.0,1.0,923,1,0,0,1,1,0,4,90248,"GARDENA","CA","California",119500.0
2354,1990,0,3,2.5,2.0,2500,0,1,0,0,0,0,3,98072,"WOODINVILLE","WA","Washington",565000.0
2355,1926,2004,3,1.0,1.5,1224,1,0,0,1,1,0,4,90249,"GARDENA","CA","California",115000.0
2356,1955,0,2,1.75,1.0,1280,1,1,0,1,1,0,4,98118,"SEATTLE","WA","Washington",585000.0
2357,1990,0,4,3.25,2.0,3380,1,0,1,1,2,0,3,98198,"SEATTLE","WA","Washington",328000.0
2358,1921,1950,3,1.5,1.5,1343,1,1,0,1,1,0,4,90250,"HAWTHORNE","CA","California",154900.0
2359,1957,1995,4,2.75,1.0,2910,1,1,1,0,0,0,3,98177,"SEATTLE","WA","Washington",749950.0
2360,1954,1954,3,1.0,1.0,1124,0,1,0,0,0,0,4,90251,"HAWTHORNE","CA","California",93000.0
2361,1990,1991,4,2.5,2.0,2514,1,0,0,1,2,1,4,90255,"HUNTINGTON PARK","CA","California",250000.0
2362,2006,0,4,2.5,2.0,3060,0,1,1,0,0,0,3,98027,"ISSAQUAH","WA","Washington",826000.0
2363,1977,0,3,1.0,1.0,1330,0,1,0,0,0,0,4,98024,"FALL CITY","WA","Washington",535000.0
2364,2008,2008,2,3.5,1.0,1652,1,1,0,1,2,0,5,90301,"INGLEWOOD","CA","California",392500.0
2365,1991,0,4,2.5,2.0,3300,0,1,1,0,0,1,4,98029,"ISSAQUAH","WA","Washington",925000.0
2366,1996,1996,4,4.5,2.0,4476,1,1,1,1,3,0,5,90302,"INGLEWOOD","CA","California",745000.0
2367,2001,0,3,3.5,2.0,3250,1,1,1,1,3,1,3,98136,"SEATTLE","WA","Washington",875000.0
2368,1920,1950,2,2.0,1.0,1130,1,1,0,1,2,0,4,90303,"INGLEWOOD","CA","California",120000.0
2369,1963,1963,3,2.5,1.0,1572,1,1,0,1,3,0,4,90304,"INGLEWOOD","CA","California",186700.0
2370,1976,0,4,2.25,1.0,2530,1,0,0,1,1,1,5,98006,"BELLEVUE","WA","Washington",902000.0
2371,1924,1950,4,2.0,1.5,1221,1,0,0,1,1,0,4,90305,"INGLEWOOD","CA","California",104900.0
2372,1951,0,3,1.0,1.0,1830,0,0,1,0,0,1,3,98133,"SEATTLE","WA","Washington",423000.0
2373,1968,0,3,1.0,1.0,1170,0,1,0,0,0,1,4,98059,"RENTON","WA","Washington",235000.0
2374,1900,1970,3,3.0,2.0,1699,1,0,0,1,2,0,5,90306,"INGLEWOOD","CA","California",95000.0
2375,1994,1995,2,3.0,1.0,1624,1,1,0,1,1,1,4,90307,"INGLEWOOD","CA","California",262000.0
2376,1980,0,2,2.0,1.0,2930,1,0,0,0,0,1,4,98070,"VASHON","WA","Washington",545000.0
2377,2002,2002,3,2.5,2.0,1660,1,0,0,1,2,1,4,90308,"INGLEWOOD","CA","California",195000.0
2378,1961,0,2,1.0,1.0,1230,0,0,0,0,0,0,3,98133,"SEATTLE","WA","Washington",343000.0
2379,2002,0,3,2.5,2.0,1620,0,1,1,0,0,0,3,98058,"RENTON","WA","Washington",334950.0
2380,1999,1999,3,2.5,2.0,1804,1,1,0,1,2,0,4,90309,"INGLEWOOD","CA","California",189000.0
2381,1956,0,3,1.75,1.0,1760,1,0,1,1,2,0,3,98118,"SEATTLE","WA","Washington",405000.0
2382,1961,1975,3,2.0,1.0,1622,1,1,0,1,3,0,4,90310,"INGLEWOOD","CA","California",168000.0
2383,1999,2000,2,2.5,2.0,1441,1,0,0,1,2,1,4,90311,"INGLEWOOD","CA","California",174000.0
2384,1959,0,4,1.0,1.0,1440,0,1,1,1,3,0,3,98188,"SEATTLE","WA","Washington",220000.0
2385,1947,0,2,1.0,1.0,1740,1,1,1,0,0,0,3,98168,"SEATTLE","WA","Washington",173000.0
2386,1925,1994,3,1.0,1.5,1472,1,0,0,1,1,0,4,90312,"INGLEWOOD","CA","California",125000.0
2387,1906,0,3,1.0,1.5,1270,0,1,0,1,3,0,3,98119,"SEATTLE","WA","Washington",655000.0
2388,1999,1999,2,3.0,1.0,1224,1,0,0,1,2,1,4,90260,"LAWNDALE","CA","California",165000.0
2389,1924,0,2,1.0,1.0,880,0,0,0,0,0,0,3,98115,"SEATTLE","WA","Washington",406000.0
2390,1969,1969,4,1.5,2.0,1352,1,0,0,1,1,0,4,90261,"LAWNDALE","CA","California",158000.0
2391,1961,0,6,2.5,1.0,2560,1,0,1,1,2,0,3,98125,"SEATTLE","WA","Washington",632000.0
2392,2005,2005,3,2.5,2.0,1456,1,0,0,1,2,0,4,90001,"LOS ANGELES","CA","California",176000.0
2393,2006,2006,4,2.5,2.0,1863,1,1,0,1,3,0,5,90002,"LOS ANGELES","CA","California",219210.0
2394,1990,0,5,2.75,1.0,1540,1,1,1,0,0,0,3,98106,"SEATTLE","WA","Washington",357000.0
2395,1916,1950,3,1.0,2.5,1690,1,1,0,1,1,1,4,90003,"LOS ANGELES","CA","California",144000.0
2396,1964,0,3,1.75,1.0,1150,0,1,1,1,1,0,3,98014,"CARNATION","WA","Washington",361000.0
2397,1948,0,2,1.0,1.0,770,0,1,0,1,2,1,3,98155,"SEATTLE","WA","Washington",277000.0
2398,2001,2001,3,2.0,1.0,1212,1,0,0,1,2,1,4,90004,"LOS ANGELES","CA","California",178000.0
2399,1963,1979,3,1.5,1.0,1382,1,1,0,1,2,0,4,90005,"LOS ANGELES","CA","California",148000.0
2400,1980,0,4,3.75,1.0,4610,1,0,1,1,3,0,4,98027,"ISSAQUAH","WA","Washington",630000.0
2401,1970,1970,3,1.0,1.0,864,1,0,0,1,1,1,5,96101,"ALTURAS","CA","California",116050.0
2402,2003,0,3,2.5,2.0,1850,0,1,1,0,0,0,3,98042,"KENT","WA","Washington",254000.0
2403,1961,0,3,2.25,1.0,1840,1,1,0,1,3,0,3,98006,"BELLEVUE","WA","Washington",472800.0
2404,1998,1998,3,2.5,2.0,1779,1,0,0,1,2,1,4,96103,"BLAIRSDEN-GRAEAGLE","CA","California",197900.0
2405,1913,0,3,1.75,1.0,1490,1,1,0,1,3,1,3,98118,"SEATTLE","WA","Washington",263000.0
2406,1925,1997,3,2.0,1.5,1348,1,1,0,1,1,1,4,96140,"CARNELIAN BAY","CA","California",117000.0
2407,2000,2001,3,2.0,1.0,1630,1,1,0,1,2,1,4,96104,"CEDARVILLE","CA","California",213000.0
2408,1913,0,3,1.75,1.0,1490,1,1,0,1,3,0,3,98118,"SEATTLE","WA","Washington",510000.0
2409,1975,1975,3,2.5,1.0,1074,1,0,0,1,2,0,4,96105,"CHILCOOT","CA","California",153500.0
2410,1952,0,3,1.0,1.0,960,0,0,1,0,0,0,4,98003,"FEDERAL WAY","WA","Washington",179950.0
2411,1990,1991,3,2.0,1.0,2196,1,1,0,1,3,0,4,96106,"CLIO","CA","California",271900.0
2412,1973,0,4,2.25,1.0,1580,1,1,1,1,3,1,3,98027,"ISSAQUAH","WA","Washington",525000.0
2413,1966,1966,2,2.0,1.0,1056,1,0,0,1,1,1,4,96107,"COLEVILLE","CA","California",107000.0
2414,2008,0,3,2.5,3.0,1260,0,0,0,0,0,1,3,98109,"SEATTLE","WA","Washington",479000.0
2415,1940,0,3,2.0,1.0,1940,1,0,1,0,0,1,5,98116,"SEATTLE","WA","Washington",651000.0
2416,2003,2003,3,3.0,1.0,1700,1,0,0,1,2,0,4,96108,"DAVIS CREEK","CA","California",200000.0
2417,1962,1980,3,2.0,1.0,1283,1,0,0,1,2,0,4,96109,"DOYLE","CA","California",140000.0
2418,1958,0,4,1.75,1.0,2490,1,1,0,1,1,0,4,98033,"KIRKLAND","WA","Washington",949000.0
2419,1942,1970,5,2.5,1.5,2520,1,0,0,0,0,1,3,98155,"SEATTLE","WA","Washington",392400.0
2420,2006,2006,3,3.0,1.0,1660,1,1,0,1,2,0,5,96111,"FLORISTON","CA","California",290000.0
2421,1992,1992,3,2.5,2.0,1845,1,1,0,1,2,0,4,96111,"FLORISTON","CA","California",189000.0
2422,1950,0,4,1.75,1.0,1760,1,1,1,1,3,0,4,98115,"SEATTLE","WA","Washington",585000.0
2423,2004,0,4,2.5,2.0,4190,0,1,0,1,1,1,3,98058,"RENTON","WA","Washington",460000.0
2424,1988,2005,4,2.0,1.5,1752,1,0,0,1,2,1,4,96112,"FORT BIDWELL","CA","California",164000.0
2425,1951,0,3,1.0,1.0,1170,1,1,0,0,0,1,3,98199,"SEATTLE","WA","Washington",470000.0
2426,1941,1950,2,2.0,1.0,672,1,0,0,1,1,0,4,96113,"HERLONG","CA","California",113000.0
2427,1965,2001,0,1.5,3.0,960,1,0,0,1,1,1,4,96141,"HOMEWOOD","CA","California",145000.0
2428,2003,0,3,2.5,2.0,1600,0,1,0,0,0,1,3,98038,"MAPLE VALLEY","WA","Washington",245000.0
2429,1978,0,4,2.0,2.0,2760,1,0,0,1,3,0,4,98155,"SEATTLE","WA","Washington",500000.0
2430,1962,1962,3,2.0,3.0,999,1,0,0,1,1,0,4,96142,"TAHOMA","CA","California",134500.0
2431,1966,1966,3,1.0,1.0,894,1,0,0,1,1,1,4,96114,"JANESVILLE","CA","California",125000.0
2432,1989,0,3,2.5,2.0,2090,0,0,0,1,2,0,3,98011,"BOTHELL","WA","Washington",455000.0
